mdate,key,author,editor,title,pages,year,volume,journal,number,url,ee,address,booktitle,month,cdrom,publisher,note,crossref,isbn,series,school,chapter,cite
2007-07-12,journalsfgcsKaandorpG01,Jaap A. Kaandorp|Shay Gueron,,Particle based modelling methods applied in biology.,,2001,17,Future Generation Comp. Syst.,7,db/journals/fgcs/fgcs17.html#KaandorpG01,9X(00)00060-1,,,,,,,,,,,,journalsactaSaxena96
2005-11-16,journalsfgcsHeimbachHG05,Patrick Heimbach|Chris Hill|Ralf Giering,,An efficient exact adjoint of the parallel MIT General Circulation Model| generated via automatic differentiation.,1356-1371,2005,21,Future Generation Comp. Syst.,8,db/journals/fgcs/fgcs21.html#HeimbachHG05,http://dx.doi.org/10.1016/j.future.2004.11.010,,,,,,,,,,,,journalsactaHonkala11
2009-03-04,journalsfgcsDrummondOV01,cia Maria de A. Drummond|Luiz Satoru Ochi|Dalessandro Soares Vianna,,An asynchronous parallel metaheuristic for the period vehicle routing problem.,379-386,2001,17,Future Generation Comp. Syst.,4,db/journals/fgcs/fgcs17.html#DrummondOV01,http://dx.doi.org/10.1016/S0167-739X(99)00118-1,,,,,,,,,,,,journalsactaHonkala11
2014-07-11,journalsfgcsMaAC14,Lin Ma|Kunal Agrawal|Roger D. Chamberlain,,A memory access model for highly-threaded many-core architectures.,202-215,2014,30,Future Generation Comp. Syst.,,db/journals/fgcs/fgcs30.html#MaAC14,http://dx.doi.org/10.1016/j.future.2013.06.020,,,,,,,,,,,,journalsactaHesselink13
2010-10-30,journalsfgcsBey-BeghdadBMG10,Kadda Bey-Beghdad|Farid Benhammadi|cha Mokhtari|Zahia Guessoum,,Mixture of ANFIS systems for CPU load prediction in metacomputing environment.,1003-1011,2010,26,Future Generation Comp. Syst.,7,db/journals/fgcs/fgcs26.html#Bey-BeghdadBMG10,.doi.org/10.1016/j.future.2010.04.014,,,,,,,,,,,,journalsactaMilner96
2008-02-13,journalsfgcsCastainWDSBF08,Ralph H. Castain|Timothy S. Woodall|David J. Daniel|Jeffrey M. Squyres|Brian Barrett|Graham E. Fagg,,The Open Run-Time Environment (OpenRTE): A transparent multicluster environment for high-performance computing.,153-157,2008,24,Future Generation Comp. Syst.,2,db/journals/fgcs/fgcs24.html#CastainWDSBF08,http://dx.doi.org/10.1016/j.future.2007.03.010,,,,,,,,,,,,journalsactaBlum82
2014-07-11,journalsfgcsSmitSL13,Michael Smit|Bradley Simmons|Marin Litoiu,,Distributed| application-level monitoring for heterogeneous clouds using stream processing.,2103-2114,2013,29,Future Generation Comp. Syst.,8,db/journals/fgcs/fgcs29.html#SmitSL13,http://dx.doi.org/10.1016/j.future.2013.01.009,,,,,,,,,,,,journalsactaMilner96
2014-12-06,journalsfgcsAbbasBZK15,Assad Abbas|Kashif Bilal|Limin Zhang|Samee Ullah Khan,,A cloud based health insurance plan recommendation system: A user centered approach.,99-109,2015,43-44,Future Generation Comp. Syst.,,db/journals/fgcs/fgcs43.html#AbbasBZK15,http://dx.doi.org/10.1016/j.future.2014.08.010,,,,,,,,,,,,journalsactaSimon83
2010-05-03,journalsfgcsCannataroGV10,Mario Cannataro|Pietro Hiram Guzzi|Pierangelo Veltri,,IMPRECO: Distributed prediction of protein complexes.,434-440,2010,26,Future Generation Comp. Syst.,3,db/journals/fgcs/fgcs26.html#CannataroGV10,http://dx.doi.org/10.1016/j.future.2009.08.001,,,,,,,,,,,,journalsactaHonkala11
2004-04-30,journalsfgcsIerotheouJLC03,Cos S. Ierotheou|S. P. Johnson|P. F. Leggett|Mark Cross,,Using an interactive parallelisation toolkit to parallelise an ocean modelling code.,789-801,2003,19,Future Generation Comp. Syst.,5,db/journals/fgcs/fgcs19.html#IerotheouJLC03,http://dx.doi.org/10.1016/S0167-739X(02)00185-1,,,,,,,,,,,,journalsactaKhomenkoKKV06
2010-05-11,journalsfgcsSalvadoresHBP10,Manuel Salvadores|Pilar Herrero|Luis Bosque|rez,,A semantic collaborative awareness model to deal with resource sharing in grids.,276-280,2010,26,Future Generation Comp. Syst.,2,db/journals/fgcs/fgcs26.html#SalvadoresHBP10,http://dx.doi.org/10.1016/j.future.2008.11.008,,,,,,,,,,,,journalsactaBozapalidisFR12
2010-10-30,journalsfgcsNouJHT11,Ramon Nou|à|Kevin Hogan|Jordi Torres,,A path to achieving a self-managed Grid middleware.,10-19,2011,27,Future Generation Comp. Syst.,1,db/journals/fgcs/fgcs27.html#NouJHT11,http://dx.doi.org/10.1016/j.future.2010.07.002,,,,,,,,,,,,journalsactaHesselink13
2007-07-12,journalsfgcsMulderWL99,Jurriaan D. Mulder|Jarke J. van Wijk|Robert van Liere,,A survey of computational steering environments.,29,1999,15,Future Generation Comp. Syst.,1,db/journals/fgcs/fgcs15.html#MulderWL99,http://dx.doi.org/10.1016/S0167-739X(98)00047-8,,,,,,,,,,,,journalsactaSaxena96
2013-06-10,journalsfgcsCostaBFS13,Rostand Costa|Francisco Vilar Brasileiro|Guido Lemos de Souza Filho|nio Mariz Sousa,,Analyzing the impact of elasticity on the profit of cloud computing providers.,1777-1785,2013,29,Future Generation Comp. Syst.,7,db/journals/fgcs/fgcs29.html#CostaBFS13,http://dx.doi.org/10.1016/j.future.2012.12.021,,,,,,,,,,,,journalsactaMilner96
2015-02-04,journalsfgcsEshaghianW97,Mary Mehrnoosh Eshaghian|Ying-Chieh Wu,,Resource estimation for heterogeneous computing.,505-520,1997,12,Future Generation Comp. Syst.,6,db/journals/fgcs/fgcs12.html#EshaghianW97,http://dx.doi.org/10.1016/S0167-739X(97)83069-5,,,,,,,,,,,,journalsactaHesselink13
2014-07-11,journalsfgcsZounmevoA14,Judicael A. Zounmevo|Ahmad Afsahi,,A fast and resource-conscious MPI message queue mechanism for large-scale jobs.,265-290,2014,30,Future Generation Comp. Syst.,,db/journals/fgcs/fgcs30.html#ZounmevoA14,http://dx.doi.org/10.1016/j.future.2013.07.003,,,,,,,,,,,,journalsactaHonkala11
2008-02-13,journalsfgcsBuntinasCHLPRRC08,Darius Buntinas|Camille Coti|rault|Pierre Lemarinier|Laurence Pilard|Ala Rezmerita|Eric Rodriguez|Franck Cappello,,g vs. non-blocking coordinated checkpointing for large-scale fault tolerant MPI Protocols.,73-84,2008,24,Future Generation Comp. Syst.,1,db/journals/fgcs/fgcs24.html#BuntinasCHLPRRC08,http://dx.doi.org/10.1016/j.future.2007.02.002,,,,,,,,,,,,journalsactaBozapalidisFR12
2015-02-05,journalsfgcsSteinfeldLZ95,P. Steinfeld|L. Lequette|E. Znaty,,First attempt to parallelise a CFD application software package: The CALIFE code.,71-86,1995,11,Future Generation Comp. Syst.,1,db/journals/fgcs/fgcs11.html#SteinfeldLZ95,http://dx.doi.org/10.1016/0167-739X(94)00049-K,,,,,,,,,,,,journalsactaBlum82
2013-05-08,journalsfgcsFuWB13a,Yongquan Fu|Yijie Wang|Ernst Biersack,,HybridNN: An accurate and scalable network location service based on the inframetric model.,1485-1504,2013,29,Future Generation Comp. Syst.,6,db/journals/fgcs/fgcs29.html#FuWB13a,http://dx.doi.org/10.1016/j.future.2012.12.002,,,,,,,,,,,,journalsactaSimon83
2006-09-14,journalsfgcsSobieskiLJRSW06,Jerry Sobieski|Tom Lehman|Bijan Jabbari|Chester A. Ruszczyk|Rick Summerhill|Alan Whitney,,Dynamic provisioning of LightPath services for radio astronomy applications.,984-992,2006,22,Future Generation Comp. Syst.,8,db/journals/fgcs/fgcs22.html#SobieskiLJRSW06,http://dx.doi.org/10.1016/j.future.2006.03.012,,,,,,,,,,,,journalsactaHesselink13
2015-03-09,journalsfgcsHofmanV92,Rutger F. H. Hofman|Willem G. Vree,,Distributed hierarchical scheduling with explicit grain size control.,111-119,1992,8,Future Generation Comp. Syst.,1-3,db/journals/fgcs/fgcs8.html#HofmanV92,http://dx.doi.org/10.1016/0167-739X(92)90033-8,,,,,,,,,,,,journalsactaHesselink13
2005-11-16,journalsfgcsKimKPKHHC05,Hyun Taek Kim|Bo Yeon Kim|Eun Hye Park|Jong Woo Kim|Eui Whan Hwang|Seung Kee Han|Sunyoung Cho,,Computerized recognition of Alzheimer disease-EEG using genetic algorithms and neural network.,1124-1130,2005,21,Future Generation Comp. Syst.,7,db/journals/fgcs/fgcs21.html#KimKPKHHC05,http://dx.doi.org/10.1016/j.future.2004.03.012,,,,,,,,,,,,journalsactaSimon83
2007-07-12,journalsfgcsKofidisKVTC99,Eleftherios Kofidis|Nicholas Kolokotronis|Aliki Vassilarakou|Sergios Theodoridis|Dionisis Cavouras,,Wavelet-based medical image compression.,223-243,1999,15,Future Generation Comp. Syst.,2,db/journals/fgcs/fgcs15.html#KofidisKVTC99,http://dx.doi.org/10.1016/S0167-739X(98)00066-1,,,,,,,,,,,,journalsactaSaxena96
2004-04-30,journalsfgcsRonsseCB03,Michiel Ronsse|Mark Christiaens|Koen De Bosschere,,Debugging shared memory parallel programs using record/replay.,679-687,2003,19,Future Generation Comp. Syst.,5,db/journals/fgcs/fgcs19.html#RonsseCB03,http://dx.doi.org/10.1016/S0167-739X(02)00177-2,,,,,,,,,,,,journalsactaBlum82
2015-01-16,journalsfgcsMenychtasVGGGMJMKSV14,Andreas Menychtas|rgen Vogel|Andrea Giessmann|Anna Gatzioura|mez|Vrettos Moulos|Frederic Junker|ller|Dimosthenis Kyriazis|Katarina Stanoevska-Slabeva|Theodora A. Varvarigou,,4CaaSt marketplace: An advanced business environment for trading cloud services.,104-120,2014,41,Future Generation Comp. Syst.,,db/journals/fgcs/fgcs41.html#MenychtasVGGGMJMKSV14,http://www.sciencedirect.com/science/article/pii/S0167739X14000454,,,,,,,,,,,,journalsactaHonkala11
2014-10-10,journalsfgcsIvanovicSSKM15,Milos Ivanovic|Visnja Simic|Boban Stojanovic|Ana Kaplarevic-Malisic|Branko Marovic,,Elastic grid resource provisioning with WoBinGO: A parallel framework for genetic algorithm based optimization.,44-54,2015,42,Future Generation Comp. Syst.,,db/journals/fgcs/fgcs42.html#IvanovicSSKM15,http://dx.doi.org/10.1016/j.future.2014.09.004,,,,,,,,,,,,journalsactaKhomenkoKKV06
2009-02-11,journalsfgcsGommansXDWCML09,Leon Gommans|Li Xu|Yuri Demchenko|Alfred Wan|Mihai Cristea|Robert J. Meijer|Cees de Laat,,Multi-domain lightpath authorization| using tokens.,153-160,2009,25,Future Generation Comp. Syst.,2,db/journals/fgcs/fgcs25.html#GommansXDWCML09,http://dx.doi.org/10.1016/j.future.2008.07.013,,,,,,,,,,,,journalsactaHesselink13
2015-06-05,journalsfgcsRizkKSU08,Philip Rizk|Cameron Kiddle|Rob Simmonds|Brian W. Unger,,Performance of a GridFTP overlay network.,442-451,2008,24,Future Generation Comp. Syst.,5,db/journals/fgcs/fgcs24.html#RizkKSU08,http://dx.doi.org/10.1016/j.future.2007.07.010,,,,,,,,,,,,journalsactaMilner96
2007-02-13,journalsfgcsBastienORM07,Olivier Bastien|Philippe Ortet|Sylvaine Roy|chal,,The configuration space of homologous proteins: A theoretical and practical framework to reduce the diversity of the protein sequence space after massive all-by-all sequence comparisons.,410-427,2007,23,Future Generation Comp. Syst.,3,db/journals/fgcs/fgcs23.html#BastienORM07,http://dx.doi.org/10.1016/j.future.2006.07.016,,,,,,,,,,,,journalsactaBlum82
2006-09-14,journalsfgcsIslasS06,Alvaro L. Islas|Constance M. Schober,,Conservation properties of multisymplectic integrators.,412-422,2006,22,Future Generation Comp. Syst.,4,db/journals/fgcs/fgcs22.html#IslasS06,http://dx.doi.org/10.1016/j.future.2004.11.026,,,,,,,,,,,,journalsactaSimon83
2013-12-20,journalsfgcsItaniGBKC14,Wassim Itani|Cesar Ghali|Ramzi Bassil|Ayman I. Kayssi|Ali Chehab,,ServBGP: BGP-inspired autonomic service routing for multi-provider collaborative architectures in the cloud.,99-117,2014,32,Future Generation Comp. Syst.,,s/fgcs32.html#ItaniGBKC14,http://dx.doi.org/10.1016/j.future.2012.05.013,,,,,,,,,,,,journalsactaSaxena96
2011-09-19,journalsfgcsMaurerEBA12,Michael Maurer|Vincent C. Emeakaroha|Ivona Brandic|rn Altmann,,Cost-benefit analysis of an SLA mapping approach for defining standardized Cloud computing goods.,39-47,2012,28,Future Generation Comp. Syst.,1,db/journals/fgcs/fgcs28.html#MaurerEBA12,http://dx.doi.org/10.1016/j.future.2011.05.023,,,,,,,,,,,,journalsactaBlum82
2004-04-30,journalsfgcsZhugeL04,Hai Zhuge|Yanyan Li,,Semantic profile-based document logistics for cooperative research.,47-60,2004,20,Future Generation Comp. Syst.,1,db/journals/fgcs/fgcs20.html#ZhugeL04,http://dx.doi.org/10.1016/S0167-739X(03)00164-X,,,,,,,,,,,,journalsactaMilner96
2014-05-10,journalsfgcsTerstyanszkyKKKBF14,nszky|Tamas Kukla|s Kiss|ter Kacsuk|ó|Zoltan Farkas,,Enabling scientific workflow sharing through coarse-grained interoperability.,46-59,2014,37,Future Generation Comp. Syst.,,db/journals/fgcs/fgcs37.html#TerstyanszkyKKKBF14,http://dx.doi.org/10.1016/j.future.2014.02.016,,,,,,,,,,,,journalsactaHesselink13
2010-05-03,journalsfgcsPuccianiDDS10,Gianni Pucciani|Andrea Domenici|Flavia Donno|Heinz Stockinger,,A performance study on the synchronisation of heterogeneous Grid databases using CONStanza.,820-834,2010,26,n Comp. Syst.,6,db/journals/fgcs/fgcs26.html#PuccianiDDS10,http://dx.doi.org/10.1016/j.future.2010.03.001,,,,,,,,,,,,journalsactaBozapalidisFR12
2005-11-17,journalsfgcsAlfieriCCDFLS05,Roberto Alfieri|Roberto Cecchini|Vincenzo Ciaschini|Luca dell'Agnello|kos Frohner|rentey|Fabio Spataro,,From gridmap-file to VOMS: managing authorization in a Grid environment.,549-558,2005,21,Future Generation Comp. Syst.,4,db/journals/fgcs/fgcs21.html#AlfieriCCDFLS05,http://dx.doi.org/10.1016/j.future.2004.10.006,,,,,,,,,,,,journalsactaSaxena96
2005-11-16,journalsfgcsMeirosuGHSDRADBL05,Catalin Meirosu|Piotr Golonka|Andreas Hirstius|Stefan Stancu|Bob Dobinson|Erik Radius|Antony Antony|Freek Dijkstra|Johan Blom|Cees de Laat,,Native 10 Gigabit Ethernet experiments over long distances.,457-468,2005,21,Future Generation Comp. Syst.,4,db/journals/fgcs/fgcs21.html#MeirosuGHSDRADBL05,http://dx.doi.org/10.1016/j.future.2004.10.003,,,,,,,,,,,,journalsactaMilner96
2014-07-11,journalsfgcsLugonesKTC14,Diego Lugones|Kostas Katrinis|Georgios Theodoropoulos|Martin Collier,,A reconfigurable| regular-topology cluster/datacenter network using commodity optical switches.,78-89,2014,30,Future Generation Comp. Syst.,,db/journals/fgcs/fgcs30.html#LugonesKTC14,http://dx.doi.org/10.1016/j.future.2013.04.016,,,,,,,,,,,,journalsactaHonkala11
2015-02-04,journalsfgcsZaitM97,t|Hammou Messatfa,,A comparative study of clustering methods.,149-159,1997,13,Future Generation Comp. Syst.,2-3,db/journals/fgcs/fgcs13.html#ZaitM97,http://dx.doi.org/10.1016/S0167-739X(97)00018-6,,,,,,,,,,,,journalsactaSaxena96
2004-04-30,journalsfgcsLittle03,Leigh J. Little,,The computational science major at SUNY Brockport.,1285-1292,2003,19,Future Generation Comp. Syst.,8,db/journals/fgcs/fgcs19.html#Little03,http://dx.doi.org/10.1016/S0167-739X(03)00086-4,,,,,,,,,,,,journalsactaKhomenkoKKV06
2007-07-12,journalsfgcsWismullerDD00,ller|zsa|tos,,Enhanced monitoring in the GRADE programming environment by using OMIS.,637-648,2000,16,Future Generation Comp. Syst.,6,db/journals/fgcs/fgcs16.html#WismullerDD00,http://dx.doi.org/10.1016/S0167-739X(99)00073-4,,,,,,,,,,,,journalsactaSaxena96
2012-12-21,journalsfgcsSherWWMMANG13,Anna Sher|Ken Wang|Andrew J. Wathen|Philip John Maybank|Gary R. Mirams|David Abramson|Denis Noble|David Gavaghan,,A local sensitivity analysis method for developing biological models with identifiable parameters: Application to cardiac ionic channel modelling.,591-598,2013,29,Future Generation Comp. Syst.,2,ournals/fgcs/fgcs29.html#SherWWMMANG13,http://dx.doi.org/10.1016/j.future.2011.09.006,,,,,,,,,,,,journalsactaBozapalidisFR12
2006-09-14,journalsfgcsCarringtonSW06,Laura Carrington|Allan Snavely|Nicole Wolter,,A performance prediction framework for scientific applications.,336-346,2006,22,Future Generation Comp. Syst.,3,db/journals/fgcs/fgcs22.html#CarringtonSW06,http://dx.doi.org/10.1016/j.future.2004.11.019,,,,,,,,,,,,journalsactaSimon83
2014-12-18,journalsfgcsThilakanathanCNCA14,Danan Thilakanathan|Shiping Chen|Surya Nepal|Rafael A. Calvo|Leila Alem,,A platform for secure monitoring and sharing of generic health data in the Cloud.,102-113,2014,35,Future Generation Comp. Syst.,,db/journals/fgcs/fgcs35.html#ThilakanathanCNCA14,http://dx.doi.org/10.1016/j.future.2013.09.011,,,,,,,,,,,,journalsactaSaxena96
2010-06-29,journalsfgcsAgarwalABCCDDDGG07,Ashok Agarwal|M. Ahmed|A. Berman|B. L. Caron|Andre Charbonneau|Denice Deatrich|Ronald J. Desmarais|A. Dimopoulos|Ian Gable|L. S. Groer,,GridX1: A Canadian computational grid.,680-687,2007,23,Future Generation Comp. Syst.,5,db/journals/fgcs/fgcs23.html#AgarwalABCCDDDGG07,http://dx.doi.org/10.1016/j.future.2006.12.006,,,,,,,,,,,,journalsactaHonkala11
2015-03-09,journalsfgcsMisra92,Jayadev Misra,,Loosely-coupled processes.,269-286,1992,8,Future Generation Comp. Syst.,4,db/journals/fgcs/fgcs8.html#Misra92,http://dx.doi.org/10.1016/0167-739X(92)90063-H,,,,,,,,,,,,journalsactaHesselink13
2014-07-11,journalsfgcsBae14,Ihn-Han Bae,,An ontology-based approach to ADL recognition in smart homes.,32-41,2014,33,Future Generation Comp. Syst.,,db/journals/fgcs/fgcs33.html#Bae14,http://dx.doi.org/10.1016/j.future.2013.04.004,,,,,,,,,,,,journalsactaHesselink13
2005-11-16,journalsfgcsEnginD04,Orhan Engin|yen,,A new approach to solve hybrid flow shop scheduling problems by artificial immune system.,1083-1095,2004,20,Future Generation Comp. Syst.,6,db/journals/fgcs/fgcs20.html#EnginD04,http://dx.doi.org/10.1016/j.future.2004.03.014,,,,,,,,,,,,journalsactaHonkala11
2011-05-04,journalsfgcsShakhovCB04,Vladimir V. Shakhov|Hyunseung Choo|Young-Cheol Bang,,Discord model for detecting unexpected demands in mobile networks.,181-188,2004,20,Future Generation Comp. Syst.,2,db/journals/fgcs/fgcs20.html#ShakhovCB04,http://dx.doi.org/10.1016/S0167-739X(03)00132-8,,,,,,,,,,,,journalsactaHonkala11
2009-02-11,journalsfgcsLiuK08,Shuo Liu|Hassan A. Karimi,,Grid query optimizer to improve query processing in grids.,342-353,2008,24,Future Generation Comp. Syst.,5,db/journals/fgcs/fgcs24.html#LiuK08,http://dx.doi.org/10.1016/j.future.2007.06.003,,,,,,,,,,,,journalsactaHonkala11
2011-06-14,journalsfgcsLiuSD11,Shaofeng Liu|rgen P. Schulze|Thomas A. DeFanti,,CSTP: A parallel data transfer protocol using cross-stream coding.,977-985,2011,27,Future Generation Comp. Syst.,7,db/journals/fgcs/fgcs27.html#LiuSD11,http://dx.doi.org/10.1016/j.future.2010.11.028,,,,,,,,,,,,journalsactaBlum82
2004-04-30,journalsfgcsSeguelR03,Jaime Seguel|guez,,The doctoral program in Computing and Information Sciences and Engineering of the University of Puerto Rico.,1293-1298,2003,19,Future Generation Comp. Syst.,8,db/journals/fgcs/fgcs19.html#SeguelR03,http://dx.doi.org/10.1016/S0167-739X(03)00087-6,,,,,,,,,,,,journalsactaBozapalidisFR12
2010-05-03,journalsfgcsKoseogluK10,Mehmet Koseoglu|Ezhan Karasan,,Joint resource and network scheduling with adaptive offset determination for optical burst switched grids.,576-589,2010,26,Future Generation Comp. Syst.,4,db/journals/fgcs/fgcs26.html#KoseogluK10,http://dx.doi.org/10.1016/j.future.2009.11.002,,,,,,,,,,,,journalsactaHesselink13
2009-03-20,journalsfgcsYangA02,Shuang-Hua Yang|James L. Alty,,Development of a distributed simulator for control experiments through the Internet.,595-611,2002,18,Future Generation Comp. Syst.,5,db/journals/fgcs/fgcs18.html#YangA02,http://dx.doi.org/10.1016/S0167-739X(01)00067-X,,,,,,,,,,,,journalsactaMilner96
2015-02-11,journalsfgcsVerstappenWCV94,R. W. C. P. Verstappen|J. G. Wissink|W. Cazemier|A. E. P. Veldman,,flow in a driven cavity.,345-350,1994,10,Future Generation Comp. Syst.,2-3,db/journals/fgcs/fgcs10.html#VerstappenWCV94,http://dx.doi.org/10.1016/0167-739X(94)90041-8,,,,,,,,,,,,journalsactaHesselink13
2015-02-04,journalsfgcsBernaschi98,Massimo Bernaschi,,Efficient message passing on UNIX shared memory multiprocessors.,443-449,1998,13,Future Generation Comp. Syst.,6,db/journals/fgcs/fgcs13.html#Bernaschi98,http://dx.doi.org/10.1016/S0167-739X(98)00003-X,,,,,,,,,,,,journalsactaBozapalidisFR12
2008-05-15,journalsfgcsYounPF05,Choon-Han Youn|Marlon E. Pierce|Geoffrey Fox,,Building Problem-Solving Environments with Application Web Service toolkits.,856-867,2005,21,Future Generation Comp. Syst.,6,db/journals/fgcs/fgcs21.html#YounPF05,http://dx.doi.org/10.1016/j.future.2003.12.019,,,,,,,,,,,,journalsactaHonkala11
2005-11-16,journalsfgcsCaoSJN05,Junwei Cao|Daniel P. Spooner|Stephen A. Jarvis|Graham R. Nudd,,Grid load balancing using intelligent agents.,135-149,2005,21,Future Generation Comp. Syst.,1,db/journals/fgcs/fgcs21.html#CaoSJN05,http://dx.doi.org/10.1016/j.future.2004.09.032,,,,,,,,,,,,journalsactaMilner96
