mdate,key,author,editor,title,pages,year,volume,journal,number,url,ee,address,booktitle,month,cdrom,publisher,note,crossref,isbn,series,school,chapter,cite
2009-09-21,journalsciiBiennierF05,rique Biennier|l Favrel,,Collaborative business and data privacy: Toward a cyber-control?,361-370,2005,56,Computers in Industry,4,db/journals/cii/cii56.html#BiennierF05,http://dx.doi.org/10.1016/j.compind.2005.01.004,,,,,,,,,,,,journalsactaBlum82
2009-09-17,journalsciiCompanyCVAN09,Pedro Company|Manuel Contero|Peter Varley|Nuria Aleixos|Ferran Naya,,Computer-aided sketching as a tool to promote innovation in the new product development process.,592-603,2009,60,Computers in Industry,8,db/journals/cii/cii60.html#CompanyCVAN09,http://dx.doi.org/10.1016/j.compind.2009.05.018,,,,,,,,,,,,journalsactaMilner96
2012-06-02,journalsciiFernandezSC12,ndez|Enrique Salomone|Omar Chiotti,,A model driven development approach based on a reference model for predicting disruptive events in a supply process.,482-499,2012,63,Computers in Industry,5,db/journals/cii/cii63.html#FernandezSC12,http://dx.doi.org/10.1016/j.compind.2012.02.002,,,,,,,,,,,,journalsactaSaxena96
2014-09-26,journalsciiDangelmaierFGGMM05,Wilhelm Dangelmaier|Matthias Fischer 0001|rgen Gausemeier|Michael Grafe|Carsten Matysczok|Bengt Mueck,,Virtual and augmented reality support for discrete manufacturing system simulation.,371-383,2005,56,ters in Industry,4,db/journals/cii/cii56.html#DangelmaierFGGMM05,http://dx.doi.org/10.1016/j.compind.2005.01.007,,,,,,,,,,,,journalsactaKhomenkoKKV06
2014-12-01,journalsciiYangWZBW13,Q. Yang|Dianliang Wu|Hongmin Zhu|Jinsong Bao|Z. H. Wei,,Assembly operation process planning by mapping a virtual assembly simulation to real operation.,869-879,2013,64,Computers in Industry,7,db/journals/cii/cii64.html#YangWZBW13,http://dx.doi.org/10.1016/j.compind.2013.06.001,,,,,,,,,,,,journalsactaHonkala11
2013-11-27,journalsciiBaeK02,Hyerim Bae|Yeongho Kim,,A document-process association model for workflow management.,139-154,2002,47,Computers in Industry,2,db/journals/cii/cii47.html#BaeK02,http://dx.doi.org/10.1016/S0166-3615(01)00150-6,,,,,,,,,,,,journalsactaMilner96
2009-09-14,journalsciiMonchZ07,nch|Jens Zimmermann,,Simulation-based assessment of machine criticality measures for a shifting bottleneck scheduling approach in complex manufacturing systems.,644-655,2007,58,Computers in Industry,7,db/journals/cii/cii58.html#MonchZ07,http://dx.doi.org/10.1016/j.compind.2007.05.010,,,,,,,,,,,,journalsactaSimon83
2009-09-14,journalsciiChen08,Tsung-Yi Chen,,Knowledge sharing in virtual enterprises via an ontology-based access control approach.,502-519,2008,59,Computers in Industry,5,9.html#Chen08,http://dx.doi.org/10.1016/j.compind.2007.12.004,,,,,,,,,,,,journalsactaKhomenkoKKV06
2012-03-12,journalsciiLiuSHYB12,Min Liu|Weiming Shen|Qi Hao|Junwei Yan|Li Bai,,A fuzzy matchmaking approach for Semantic Web Services with application to collaborative material selection.,193-209,2012,63,Computers in Industry,3,db/journals/cii/cii63.html#LiuSHYB12,http://dx.doi.org/10.1016/j.compind.2011.10.001,,,,,,,,,,,,journalsactaBozapalidisFR12
2012-06-02,journalsciiHussainLV12,Romana Hussain|Helen Lockett|Gokula Vijaykumar Annamalai Vasantha,,A framework to inform PSS Conceptual Design by using system-in-use data.,319-327,2012,63,Computers in Industry,4,db/journals/cii/cii63.html#HussainLV12,http://dx.doi.org/10.1016/j.compind.2012.02.013,,,,,,,,,,,,journalsactaSimon83
2012-09-28,journalsciiAslanSH12,Bulut Aslan|Mark Stevenson|Linda C. Hendry,,Enterprise Resource Planning systems: An assessment of applicability to Make-To-Order companies.,692-705,2012,63,Computers in Industry,7,db/journals/cii/cii63.html#AslanSH12,http://dx.doi.org/10.1016/j.compind.2012.05.003,,,,,,,,,,,,journalsactaKhomenkoKKV06
2013-05-04,journalsciiMillet13,Pierre-Alain Millet,,Toward a model-driven| alignment-oriented ERP methodology.,402-411,2013,64,Computers in Industry,4,db/journals/cii/cii64.html#Millet13,http://dx.doi.org/10.1016/j.compind.2013.01.004,,,,,,,,,,,,journalsactaHesselink13
2013-04-16,journalsciiLazarteTICV13,Ivanna M. Lazarte|ia Heloisa Thom|Cirano Iochpe|Omar Chiotti|Pablo David Villarreal,,A distributed repository for managing business process models in cross-organizational collaborations.,252-267,2013,64,Computers in Industry,3,db/journals/cii/cii64.html#LazarteTICV13,http://dx.doi.org/10.1016/j.compind.2012.11.001,,,,,,,,,,,,journalsactaSaxena96
2013-11-27,journalsciiGingeleCM02,Joachim Gingele|Stephen J. Childe|Michael E. Miles,,A modelling technique for re-engineering business processes controlled by ISO 9001.,235-251,2002,49,Computers in Industry,3,db/journals/cii/cii49.html#GingeleCM02,http://dx.doi.org/10.1016/S0166-3615(02)00113-6,,,,,,,,,,,,journalsactaSaxena96
2009-09-21,journalsciiKimuraK05,Toshiaki Kimura|Yuichi Kanda,,Development of a remote monitoring system for a manufacturing support system for small and medium-sized enterprises.,3-12,2005,56,Computers in Industry,1,db/journals/cii/cii56.html#KimuraK05,http://dx.doi.org/10.1016/j.compind.2004.11.001,,,,,,,,,,,,journalsactaHonkala11
2013-11-27,journalsciiOSullivan02,David O'Sullivan,,Framework for managing business development in the networked organisation.,77-88,2002,47,Computers in Industry,1,db/journals/cii/cii47.html#OSullivan02,http://dx.doi.org/10.1016/S0166-3615(01)00135-X,,,,,,,,,,,,journalsactaHonkala11
2013-11-25,journalsciiRenYL04,Yongfu Ren|-Tzong Yau|Yuan-Shin Lee,,Clean-up tool path generation by contraction tool method for machining complex polyhedral models.,17-33,2004,54,Computers in Industry,1,db/journals/cii/cii54.html#RenYL04,http://dx.doi.org/10.1016/j.compind.2003.09.003,,,,,,,,,,,,journalsactaHonkala11
2013-11-27,journalsciiWangMD02,Fujun Wang|John J. Mills|Venkat Devarajan,,A conceptual approach managing design resource.,169-183,2002,47,Computers in Industry,2,db/journals/cii/cii47.html#WangMD02,http://dx.doi.org/10.1016/S0166-3615(01)00149-X,,,,,,,,,,,,journalsactaHesselink13
2009-09-17,journalsciiHamaniDC09,Nadia Hamani|Nathalie Dangoumau|Etienne Craye,,Verification and validation of a SSM model dedicated to mode handling of flexible manufacturing systems.,77-85,2009,60,Computers in Industry,2,db/journals/cii/cii60.html#HamaniDC09,http://dx.doi.org/10.1016/j.compind.2008.04.002,,,,,,,,,,,,journalsactaSimon83
2009-09-19,journalsciiGirardR06,Philippe Girard|Vincent Robin,,Analysis of collaboration for project design management.,817-826,2006,57,Computers in Industry,8-9,db/journals/cii/cii57.html#GirardR06,http://dx.doi.org/10.1016/j.compind.2006.04.016,,,,,,,,,,,,journalsactaSaxena96
2009-09-21,journalsciiHsiaoL05,Shih-Wen Hsiao|Elim Liu,,A structural component-based approach for designing product family.,13-28,2005,56,Computers in Industry,1,db/journals/cii/cii56.html#HsiaoL05,http://dx.doi.org/10.1016/j.compind.2004.10.002,,,,,,,,,,,,journalsactaKhomenkoKKV06
2009-09-14,journalsciiSalemGB08,Ramzi Ben Salem|Reyes Grangel|Jean Pierre Bourey,,A comparison of model transformation tools: Application for Transforming GRAI Extended Actigrams into UML Activity Diagrams.,682-693,2008,59,Computers in Industry,7,db/journals/cii/cii59.html#SalemGB08,http://dx.doi.org/10.1016/j.compind.2007.12.013,,,,,,,,,,,,journalsactaBlum82
2011-04-19,journalsciiHusigK11,sig|Stefan Kohn,,Open CAI 2.0 - Computer Aided Innovation in the era of open innovation and Web 2.0.,407-413,2011,62,Computers in Industry,4,db/journals/cii/cii62.html#HusigK11,http://dx.doi.org/10.1016/j.compind.2010.12.003,,,,,,,,,,,,journalsactaBlum82
2013-11-27,journalsciiChaoNAJ02,Kuo-Ming Chao|Peter Norman|Rachid Anane|Anne E. James,,An agent-based approach to engineering design.,17-27,2002,48,Computers in Industry,1,db/journals/cii/cii48.html#ChaoNAJ02,http://dx.doi.org/10.1016/S0166-3615(02)00007-6,,,,,,,,,,,,journalsactaHonkala11
2013-11-25,journalsciiLeeMTV08,Stephen Siang Guan Lee|Yongsheng Ma|G. L. Thimm|J. Verstraeten,,Product lifecycle management in aviation maintenance| repair and overhaul.,296-303,2008,59,Computers in Industry,2-3,db/journals/cii/cii59.html#LeeMTV08,http://dx.doi.org/10.1016/j.compind.2007.06.022,,,,,,,,,,,,journalsactaSimon83
2015-04-22,journalsciiMiroslavMVBD14,Miroslav Minovic|Milos Milovanovic|Velimir Stavljanin|Bozo Draskovic|Dorde Lazic,,Semantic technologies on the mission: Preventing corruption in public procurement.,878-890,2014,65,Computers in Industry,5,db/journals/cii/cii65.html#MiroslavMVBD14,http://dx.doi.org/10.1016/j.compind.2014.02.003,,,,,,,,,,,,journalsactaHonkala11
2014-05-28,journalsciiIglesia14,Jose Luis Marin de la Iglesia,,Alternative estimation of public procurement advertised in the Official Journal as % of GDP official indicator using open government data.,905-912,2014,65,Computers in Industry,5,db/journals/cii/cii65.html#Iglesia14,http://dx.doi.org/10.1016/j.compind.2014.03.004,,,,,,,,,,,,journalsactaSimon83
2009-09-19,journalsciiKaya06,Necmettin Kaya,,Machining fixture locating and clamping position optimization using genetic algorithms.,112-120,2006,57,Computers in Industry,2,db/journals/cii/cii57.html#Kaya06,http://dx.doi.org/10.1016/j.compind.2005.05.001,,,,,,,,,,,,journalsactaBozapalidisFR12
2010-05-07,journalsciiLawCW10,Chuck C. H. Law|Charlie C. Chen|Bruce J. P. Wu,,Managing the full ERP life-cycle: Considerations of maintenance and support requirements and IT governance practice as integral elements of the formula for successful ERP adoption.,297-308,2010,61,Computers in Industry,3,db/journals/cii/cii61.html#LawCW10,http://dx.doi.org/10.1016/j.compind.2009.10.004,,,,,,,,,,,,journalsactaBlum82
2009-09-24,journalsciiLinC04,Chun-Wei R. Lin|Hong-Yi S. Chen,,A fuzzy strategic alliance selection framework for supply chain partnering under limited evaluation resources.,159-179,2004,55,Computers in Industry,2,db/journals/cii/cii55.html#LinC04,http://dx.doi.org/10.1016/j.compind.2004.02.003,,,,,,,,,,,,journalsactaBozapalidisFR12
2014-02-26,journalsciiBorekPWT14,Alexander Borek|Ajith Kumar Parlikad|Philip Woodall|Maurizio Tomasella,,A risk based model for quantifying the impact of information quality.,354-366,2014,65,Computers in Industry,2,db/journals/cii/cii65.html#BorekPWT14,http://dx.doi.org/10.1016/j.compind.2013.12.004,,,,,,,,,,,,journalsactaMilner96
2013-06-11,journalsciiZhangZ13,Chen Zhang|Jilin Zhang,,On-line tool wear measurement for ball-end milling cutter based on machine vision.,708-719,2013,64,Computers in Industry,6,db/journals/cii/cii64.html#ZhangZ13,http://dx.doi.org/10.1016/j.compind.2013.03.010,,,,,,,,,,,,journalsactaSaxena96
2013-12-18,journalsciiReyesCRRE13,Miguel Reyes|s|rez|Juan R. Revilla|Sergio Escalera,,Automatic digital biometry analysis based on depth maps.,1316-1325,2013,64,Computers in Industry,9,db/journals/cii/cii64.html#ReyesCRRE13,10.1016/j.compind.2013.04.009,,,,,,,,,,,,journalsactaBlum82
2012-11-19,journalsciiDucqCD12,Yves Ducq|David Chen|Guy Doumeingts,,A contribution of system theory to sustainable enterprise interoperability science base.,844-857,2012,63,Computers in Industry,8,db/journals/cii/cii63.html#DucqCD12,http://dx.doi.org/10.1016/j.compind.2012.08.005,,,,,,,,,,,,journalsactaSimon83
2013-02-27,journalsciiCarisMJ13,An Caris|Cathy Macharis|Gerrit K. Janssens,,Decision support in intermodal transport: A new research agenda.,105-112,2013,64,Computers in Industry,2,db/journals/cii/cii64.html#CarisMJ13,http://dx.doi.org/10.1016/j.compind.2012.12.001,,,,,,,,,,,,journalsactaBozapalidisFR12
2013-11-27,journalsciiBarthesT02,s|Cesar Augusto Tacla,,D projects.,3-16,2002,48,Computers in Industry,1,db/journals/cii/cii48.html#BarthesT02,http://dx.doi.org/10.1016/S0166-3615(02)00006-4,,,,,,,,,,,,journalsactaHonkala11
2013-04-16,journalsciiPowellASD13,Daryl Powell|Erlend Alfnes|Jan Ola Strandhagen|Heidi C. Dreyer,,The concurrent application of lean production and ERP: Towards an ERP-based lean implementation process.,324-335,2013,64,Computers in Industry,3,13,http://dx.doi.org/10.1016/j.compind.2012.12.002,,,,,,,,,,,,journalsactaSaxena96
2015-08-06,journalsciiThramboulidis15,Kleanthis Thramboulidis,,A cyber-physical system-based approach for industrial automation systems.,92-102,2015,72,Computers in Industry,,db/journals/cii/cii72.html#Thramboulidis15,http://dx.doi.org/10.1016/j.compind.2015.04.006,,,,,,,,,,,,journalsactaSimon83
2013-11-25,journalsciiAlessandri03,Angelo Alessandri,,Fault diagnosis for nonlinear systems using a bank of neural estimators.,271-289,2003,52,Computers in Industry,3,db/journals/cii/cii52.html#Alessandri03,http://dx.doi.org/10.1016/S0166-3615(03)00131-3,,,,,,,,,,,,journalsactaHesselink13
2013-05-04,journalsciiBorgianniCPR13,Yuri Borgianni|Gaetano Cascini|Francesco Pucillo|Federico Rotini,,Supporting product design by anticipating the success chances of new value profiles.,421-435,2013,64,Computers in Industry,4,db/journals/cii/cii64.html#BorgianniCPR13,http://dx.doi.org/10.1016/j.compind.2013.02.004,,,,,,,,,,,,journalsactaKhomenkoKKV06
2012-10-18,journalsciiCerradaCAF07,Mariela Cerrada|Juan Cardillo|Aguilar-Castro|l Faneite,,Agents-based design for fault management systems in industrial processes.,313-328,2007,58,Computers in Industry,4,db/journals/cii/cii58.html#CerradaCAF07,http://dx.doi.org/10.1016/j.compind.2006.07.008,,,,,,,,,,,,journalsactaSimon83
2014-12-09,journalsciiArroyave-TobonOC15,n|mez|Juan F. Cardona-McCormick,,AIR-MODELLING: A tool for gesture-based solid modelling in context during early design stages in AR environments.,73-81,2015,66,Computers in Industry,,db/journals/cii/cii66.html#Arroyave-TobonOC15,http://dx.doi.org/10.1016/j.compind.2014.10.007,,,,,,,,,,,,journalsactaHesselink13
2009-09-14,journalsciiBerioH07,Giuseppe Berio|Mounira Harzallah,,Towards an integrating architecture for competence management.,199-209,2007,58,Computers in Industry,2,db/journals/cii/cii58.html#BerioH07,http://dx.doi.org/10.1016/j.compind.2006.09.007,,,,,,,,,,,,journalsactaSaxena96
2012-03-13,journalsciiSmirnovWMW12,Sergey Smirnov 0002|Matthias Weidlich|Jan Mendling|Mathias Weske,,Action patterns in business process model repositories.,98-111,2012,63,Computers in Industry,2,db/journals/cii/cii63.html#SmirnovWMW12,http://dx.doi.org/10.1016/j.compind.2011.11.001,,,,,,,,,,,,journalsactaSimon83
2012-11-20,journalsciiJardim-GoncalvesPG12,alves|Keith Popplewell|nio Grilo 0002,,Sustainable interoperability: The future of Internet based industrial enterprises.,731-738,2012,63,Computers in Industry,8,db/journals/cii/cii63.html#Jardim-GoncalvesPG12,http://dx.doi.org/10.1016/j.compind.2012.08.016,,,,,,,,,,,,journalsactaHesselink13
2015-04-21,journalsciiYangLM15,Ji-Jiang Yang|Jianqiang Li|Jacob Mulder,,Guest Editorial.,1-2,2015,69,Computers in Industry,,db/journals/cii/cii69.html#YangLM15,http://dx.doi.org/10.1016/j.compind.2015.02.001,,,,,,,,,,,,journalsactaBozapalidisFR12
2009-09-14,journalsciiSheremetovBCR08,Leonid Sheremetov|Ildar Z. Batyrshin|Manuel Chi|Armando Rosas,,Knowledge-based collaborative engineering of pipe networks in the upstream and downstream petroleum industry.,936-948,2008,59,Computers in Industry,9,db/journals/cii/cii59.html#SheremetovBCR08,http://dx.doi.org/10.1016/j.compind.2008.07.004,,,,,,,,,,,,journalsactaSimon83
2009-09-17,journalsciiChitucAT09,Claudia-Melania Chituc|rico Lopes Azevedo|Cesar Toscano,,A framework proposal for seamless interoperability in a collaborative networked environment.,317-338,2009,60,Computers in Industry,5,db/journals/cii/cii60.html#ChitucAT09,http://dx.doi.org/10.1016/j.compind.2009.01.009,,,,,,,,,,,,journalsactaKhomenkoKKV06
2009-09-14,journalsciiXiangLL08,Anbo Xiang|Liming Liu|Qiong Luo,,VPeers: A peer-to-peer service discovery framework for Virtual Manufacturing Organizations.,411-419,2008,59,Computers in Industry,5,db/journals/cii/cii59.html#XiangLL08,http://dx.doi.org/10.1016/j.compind.2008.02.003,,,,,,,,,,,,journalsactaBozapalidisFR12
2013-12-18,journalsciiZhaiLZC14,Zhi-nian Zhai|Ya-Hui Lu|Ping-Jian Zhang|Zhi-hao Chen,,ctive Access Control models with balanced scalability and flexibility.,116-123,2014,65,Computers in Industry,1,db/journals/cii/cii65.html#ZhaiLZC14,http://dx.doi.org/10.1016/j.compind.2013.07.013,,,,,,,,,,,,journalsactaSimon83
2012-06-14,journalsciiJieFT10,Sun Jie|Wen Feng Lu|Han Tong Loh,,Labeling design documents based on operators' consensus - A case study of robotic design.,66-74,2010,61,Computers in Industry,1,db/journals/cii/cii61.html#JieFT10,http://dx.doi.org/10.1016/j.compind.2009.07.002,,,,,,,,,,,,journalsactaMilner96
2010-09-13,journalsciiChinK10,Seongah Chin|Kyoung-Yun Kim,,Facial configuration and BMI based personalized face and upper body modeling for customer-oriented wearable product design.,559-575,2010,61,Computers in Industry,6,db/journals/cii/cii61.html#ChinK10,http://dx.doi.org/10.1016/j.compind.2010.03.006,,,,,,,,,,,,journalsactaHonkala11
2013-11-25,journalsciiAalstW04,Wil M. P. van der Aalst|A. J. M. M. Weijters,,Process mining: a research agenda.,231-244,2004,53,Computers in Industry,3,db/journals/cii/cii53.html#AalstW04,http://dx.doi.org/10.1016/j.compind.2003.10.001,,,,,,,,,,,,journalsactaBlum82
2012-11-19,journalsciiSuC12,Chuan-Jun Su|Chang-Yu Chiang,,Enabling successful Collaboration 2.0: A REST-based Web Service and Web 2.0 technology oriented information platform for collaborative product development.,948-959,2012,63,Computers in Industry,9,db/journals/cii/cii63.html#SuC12,http://dx.doi.org/10.1016/j.compind.2012.08.018,,,,,,,,,,,,journalsactaHonkala11
2009-09-14,journalsciiMaCW07,Min-Yuan Ma|Cheih-Ying Chen|Fong-Gong Wu,,A design decision-making support model for customized product color combination.,504-518,2007,58,Computers in Industry,6,db/journals/cii/cii58.html#MaCW07,http://dx.doi.org/10.1016/j.compind.2006.11.001,,,,,,,,,,,,journalsactaSaxena96
2015-03-13,journalsciiBorsciLB15,Simone Borsci|Glyn Lawson|Simon Broome,,Empirical evidence| evaluation criteria and challenges for the effectiveness of virtual and mixed reality tools for training operators of car service maintenance.,17-26,2015,67,Computers in Industry,,db/journals/cii/cii67.html#BorsciLB15,http://dx.doi.org/10.1016/j.compind.2014.12.002,,,,,,,,,,,,journalsactaSimon83
2015-03-13,journalsciiBruunMHWP15,Hans Peter Lomholt Bruun|Niels Henrik Mortensen|Ulf Harlou|sch|Mikkel Proschowsky,,PLM system support for modular product development.,97-111,2015,67,Computers in Industry,,db/journals/cii/cii67.html#BruunMHWP15,http://dx.doi.org/10.1016/j.compind.2014.10.010,,,,,,,,,,,,journalsactaBlum82
2010-09-13,journalsciiBullingerN10,rg Bullinger|Shimon Y. Nof,,Special issue on human-centered computing systems in industry.,309-310,2010,61,Computers in Industry,4,db/journals/cii/cii61.html#BullingerN10,http://dx.doi.org/10.1016/j.compind.2010.04.001,,,,,,,,,,,,journalsactaBlum82
